age,income,employment_type,marital_status,time_spent_on_platform,number_of_sessions,fields_filled_percentage,previous_year_filing,device_type,referral_source,completed_filing
53,87443,contractor,divorced,101.15002200488577,8,0.4902063601999763,1,tablet,friend_referral,1
65,49424,full_time,divorced,85.49083014870043,12,0.44918375137199207,1,mobile,organic_search,1
47,108844,full_time,single,110.75239607039178,11,0.694479677652261,1,desktop,organic_search,1
40,61984,contractor,single,98.98093746455538,6,0.5197808644564099,1,tablet,organic_search,0
59,61505,part_time,single,90.2293859660063,8,0.9130767020125607,1,desktop,social_media_ad,1
61,82699,contractor,single,121.75209129228824,8,0.4018006629599794,0,tablet,social_media_ad,1
31,46957,contractor,married,63.008229791172226,9,0.9061832737625584,1,mobile,friend_referral,1
31,45464,unemployed,single,110.84226353677835,7,0.7126554435034045,1,tablet,organic_search,1
19,43649,contractor,married,88.97735064260601,13,0.9532873266148124,0,desktop,organic_search,1
54,62065,full_time,divorced,116.33512947847356,10,0.522766754380071,0,tablet,social_media_ad,1
22,112661,full_time,married,121.12511416130594,4,0.4613642792585301,0,mobile,social_media_ad,1
55,54758,full_time,divorced,54.47298925894876,14,0.7749749255366474,1,mobile,organic_search,1
62,25596,part_time,married,95.76755242491556,16,0.8240364518443677,1,mobile,organic_search,1
58,36374,full_time,divorced,101.16383255973211,10,0.6235510357622085,0,tablet,organic_search,1
64,23775,part_time,single,52.84328513600454,9,0.408208104156322,1,desktop,social_media_ad,0
31,47388,full_time,married,104.5550165441895,12,0.6441774750437779,0,tablet,organic_search,1
56,41029,contractor,married,89.43894185091204,10,0.5402721545868954,0,tablet,organic_search,1
42,103981,unemployed,divorced,75.88545367538167,15,0.6084817848271494,1,tablet,social_media_ad,1
37,73639,full_time,divorced,86.99021831821985,10,0.7040526751580654,0,desktop,social_media_ad,1
19,34645,part_time,married,83.53372727093681,11,0.8214050975755816,0,mobile,social_media_ad,1
56,51105,part_time,divorced,88.58285371255374,7,0.9779351717970265,1,mobile,social_media_ad,1
23,33668,unemployed,single,103.70246781905085,7,0.4863999066328382,0,mobile,organic_search,1
34,35960,full_time,married,119.62493060128861,13,0.8079396559147893,1,desktop,social_media_ad,1
42,31357,contractor,single,98.44328100352234,11,0.5399268710881476,0,tablet,social_media_ad,1
45,84604,full_time,married,122.05516141323977,17,0.5324228222537943,1,tablet,organic_search,1
19,71796,full_time,single,79.08085032218827,4,0.7801324478479426,1,tablet,friend_referral,1
52,35804,unemployed,married,103.05778533201286,13,0.8655997128182029,1,desktop,organic_search,1
54,34626,full_time,divorced,142.13223096352147,12,0.9866722254455975,0,tablet,organic_search,1
22,48132,contractor,married,68.18870473650087,18,0.8612984861486215,1,desktop,organic_search,1
18,27951,part_time,single,67.42484542122124,7,0.49438898093798506,0,mobile,organic_search,1
57,26449,unemployed,married,125.59943406666977,9,0.5352415937961754,0,mobile,organic_search,1
29,39065,contractor,single,104.4105026387056,6,0.8568338169528469,0,desktop,organic_search,1
53,29130,part_time,single,87.969999166804,5,0.7161927422814064,1,mobile,organic_search,1
62,109360,unemployed,single,77.40652728989001,14,0.5772448080393631,1,desktop,friend_referral,1
40,82287,unemployed,divorced,99.2802279428487,8,0.6830699477958471,1,tablet,organic_search,1
64,71702,part_time,married,102.67158180560762,13,0.9489328129487348,1,mobile,organic_search,1
48,56993,part_time,single,102.7705457220944,6,0.85335962060359,0,mobile,organic_search,1
28,51875,contractor,divorced,77.21105164948905,12,0.670418645875317,1,tablet,organic_search,1
27,26054,full_time,single,93.26102154742676,11,0.9883323547874241,0,tablet,organic_search,1
20,119809,full_time,married,88.6383410730958,11,0.876924775910731,0,desktop,friend_referral,1
31,68517,full_time,divorced,112.92887782793018,12,0.40352254663112935,0,mobile,social_media_ad,1
33,96368,full_time,single,78.39101145811863,5,0.4674203520121669,0,tablet,social_media_ad,1
27,49670,full_time,single,101.52055546360788,9,0.7323812732842372,1,mobile,organic_search,0
46,69112,contractor,single,152.6845283527181,11,0.6099725042293445,0,mobile,friend_referral,0
27,108388,unemployed,married,77.02539042682183,13,0.8875352583016982,0,mobile,friend_referral,1
29,109156,contractor,divorced,85.05474044190055,8,0.937412204593367,1,mobile,friend_referral,1
47,48307,contractor,divorced,98.12275093802407,9,0.5443904960051481,0,desktop,social_media_ad,1
58,87087,contractor,divorced,41.15491175754358,10,0.8579714913068422,0,tablet,social_media_ad,1
18,67922,unemployed,single,71.46345085760453,6,0.721238413261917,1,mobile,friend_referral,1
22,83080,contractor,divorced,106.2138510008652,13,0.6351802243093603,0,tablet,social_media_ad,1
37,113348,contractor,single,96.48659758467026,7,0.8720680311326574,1,tablet,social_media_ad,1
25,99335,unemployed,married,121.0941431508729,16,0.7389542710227861,0,desktop,organic_search,1
60,46312,contractor,divorced,95.23750323310051,10,0.7811704299875222,0,desktop,organic_search,1
29,86985,full_time,single,93.47711673607762,12,0.4373524336394878,1,mobile,organic_search,1
18,77608,part_time,divorced,85.94258449676761,16,0.7515278072356567,0,mobile,friend_referral,1
37,109962,contractor,divorced,93.14309843781976,8,0.5804267629897562,0,desktop,organic_search,1
45,60277,part_time,married,75.76824363606374,8,0.6959765352369283,0,tablet,friend_referral,1
60,51551,contractor,divorced,97.05068194070425,16,0.5332066304253028,0,tablet,organic_search,1
54,109813,contractor,married,80.57486372221537,14,0.7686853922666657,0,desktop,friend_referral,1
64,76597,full_time,divorced,75.78469157506618,8,0.4884813025265293,0,mobile,social_media_ad,1
54,65212,unemployed,divorced,87.21085124997191,10,0.4737423501499065,0,mobile,friend_referral,1
29,29637,part_time,divorced,109.02305639477245,10,0.5130468380206749,1,mobile,social_media_ad,1
54,63258,unemployed,divorced,102.84511015115827,9,0.8904787252528952,0,desktop,organic_search,1
61,55693,full_time,divorced,113.35213053108502,12,0.42012036339385517,0,desktop,social_media_ad,0
45,29824,full_time,divorced,81.53527728660461,10,0.8377463389411985,1,tablet,social_media_ad,1
64,46950,part_time,married,99.73607735236496,14,0.4339045521150944,1,desktop,organic_search,1
32,43488,unemployed,married,134.03584203077125,9,0.7551143431918406,0,mobile,friend_referral,1
23,20215,full_time,single,127.95029463814919,11,0.8641350832169512,0,tablet,friend_referral,1
61,31523,contractor,divorced,74.50726228289037,10,0.5386437575772013,0,mobile,friend_referral,1
37,95900,contractor,married,79.83192147656995,10,0.5175681685433172,0,mobile,organic_search,1
31,88689,contractor,divorced,133.9494077856223,15,0.5735068762313997,0,tablet,friend_referral,1
19,43834,unemployed,divorced,109.03100852505145,9,0.8197679650156486,0,mobile,social_media_ad,1
26,54474,contractor,married,96.18539827191962,3,0.552895951963346,0,tablet,organic_search,1
54,63066,contractor,divorced,93.95176660887867,13,0.7010619971067729,0,mobile,friend_referral,1
37,119871,full_time,married,104.54919557211495,9,0.4806796601149083,0,mobile,social_media_ad,0
43,30400,full_time,married,104.79987010253363,9,0.6767173623713599,1,tablet,social_media_ad,1
46,30345,contractor,single,89.33677741869619,14,0.774837084588478,0,mobile,friend_referral,1
18,53896,contractor,single,96.73598984503886,11,0.44309135599121413,0,mobile,organic_search,0
52,105430,full_time,single,88.63558326573833,11,0.8892539758286506,0,tablet,social_media_ad,1
23,48899,part_time,single,103.37481019350568,8,0.9624615512780883,0,tablet,social_media_ad,0
54,48229,unemployed,divorced,85.24864858075306,11,0.5161286554449825,1,tablet,social_media_ad,1
22,25583,unemployed,divorced,74.64506852769645,8,0.8556596474055064,1,desktop,social_media_ad,1
50,24897,full_time,single,129.50751527420562,8,0.5880799974271568,0,mobile,friend_referral,1
31,91537,unemployed,married,98.60848802467272,8,0.8060347724379455,0,tablet,organic_search,0
29,24567,full_time,married,133.94109319447972,13,0.5840064431576407,1,mobile,social_media_ad,1
59,94807,full_time,married,61.354345576332456,10,0.9174058797398329,0,tablet,social_media_ad,1
37,97239,full_time,married,71.01053928393031,11,0.6082648512174277,1,mobile,social_media_ad,1
41,33329,full_time,divorced,109.3358954851227,5,0.9092984188504452,0,mobile,organic_search,0
60,91792,part_time,married,98.62534812826286,6,0.8596855431615531,1,tablet,social_media_ad,1
51,20228,contractor,married,76.84619873891583,8,0.5177943475023631,0,tablet,organic_search,1
42,110282,contractor,single,122.7299071458063,4,0.49417184857470614,0,desktop,organic_search,1
46,102214,part_time,married,82.60213341538257,5,0.8677935308416583,0,tablet,organic_search,1
56,57052,unemployed,divorced,123.97101406224161,15,0.6341819524610969,1,tablet,organic_search,1
48,77769,unemployed,married,98.59130340845145,11,0.9696359015569198,1,tablet,friend_referral,1
64,66032,contractor,married,78.60138868808221,9,0.9657689588171269,1,desktop,friend_referral,1
60,108721,unemployed,divorced,86.62522962661723,8,0.8160883783666131,0,mobile,friend_referral,1
40,53686,contractor,single,127.44306055821505,10,0.7003482038034714,1,desktop,social_media_ad,1
61,96981,contractor,divorced,94.04505929909884,9,0.5169803847034716,0,mobile,organic_search,1
55,118802,part_time,single,119.44681742679309,12,0.9294356418261227,0,tablet,organic_search,1
37,83261,unemployed,married,128.0088016959665,11,0.4491987726040746,0,tablet,friend_referral,1
40,22809,part_time,single,98.39153500288026,7,0.6222107660759767,0,tablet,friend_referral,1
62,61785,contractor,single,95.53614094147592,8,0.5915317062734156,1,desktop,organic_search,1
33,56547,contractor,single,91.90063724839835,8,0.9750572975429855,1,desktop,friend_referral,0
59,62818,contractor,married,107.04195248643717,13,0.4708695558953597,0,tablet,social_media_ad,1
25,91927,full_time,single,130.1186004800013,13,0.9340899979756836,0,desktop,social_media_ad,1
38,85681,full_time,single,75.45927201387346,15,0.673860779240149,1,tablet,social_media_ad,1
18,99465,full_time,married,104.3830471930816,5,0.42849934517074084,1,desktop,organic_search,1
25,109862,part_time,divorced,103.51758853716544,13,0.8373198114867475,0,tablet,friend_referral,1
46,115527,contractor,divorced,63.916257806060834,8,0.4605275573673428,1,desktop,social_media_ad,1
49,57333,unemployed,divorced,82.25068536039575,8,0.5422024469739586,1,mobile,social_media_ad,1
55,36576,part_time,married,86.34917786624735,6,0.879837300975168,0,tablet,social_media_ad,1
22,59405,part_time,married,115.28059065600476,14,0.4928392053851814,1,desktop,social_media_ad,1
64,114000,part_time,divorced,118.77901822401643,9,0.5952820259439052,0,desktop,social_media_ad,1
39,93779,unemployed,single,62.492432001635514,16,0.6165989739028942,1,tablet,friend_referral,1
64,51601,contractor,divorced,112.78404165910332,6,0.7532815412892544,0,desktop,social_media_ad,1
51,87946,full_time,married,110.19855969640746,9,0.8739599780674459,0,mobile,social_media_ad,1
18,87356,contractor,single,111.5677335294115,13,0.5384867565864152,0,mobile,social_media_ad,1
43,72116,contractor,single,103.05491928595308,13,0.5234697516296227,1,desktop,organic_search,1
60,82894,part_time,married,119.00879690258799,12,0.533141556174421,1,tablet,friend_referral,1
27,54635,part_time,single,123.43041390905432,13,0.6289671245308812,0,desktop,social_media_ad,1
47,27465,part_time,divorced,67.32268672212514,11,0.721061897546133,0,desktop,friend_referral,1
35,76754,full_time,married,99.02551393455498,5,0.4080669726769298,1,mobile,social_media_ad,0
34,117975,full_time,married,94.91022508133565,3,0.8681785512295018,0,desktop,organic_search,1
43,112850,full_time,married,88.54505793849253,13,0.9560297107790617,1,tablet,organic_search,1
25,105119,contractor,married,90.9098390529145,9,0.9061117346249309,1,mobile,organic_search,1
64,112691,part_time,single,103.73567252674796,7,0.42231070703995616,1,desktop,organic_search,1
57,58871,unemployed,married,74.06782483583255,9,0.7147028138323475,0,tablet,social_media_ad,0
29,82874,contractor,married,113.41244120169601,15,0.8884162667815428,0,mobile,friend_referral,1
44,97733,full_time,single,92.61755858322317,6,0.6064686811471578,0,tablet,social_media_ad,1
25,49511,unemployed,married,117.49293359178301,8,0.9382224267499304,0,tablet,organic_search,1
42,100960,unemployed,single,87.60137659929696,15,0.9321278070826782,0,tablet,organic_search,1
63,68821,part_time,single,86.51772778037656,9,0.4850227124702523,0,desktop,social_media_ad,1
21,85776,unemployed,married,81.09073307655305,12,0.6961784620778224,1,mobile,social_media_ad,1
50,90167,full_time,divorced,87.71290781428986,9,0.4154004896447796,1,desktop,friend_referral,1
18,95135,part_time,married,83.9714024910339,12,0.5691157646671161,0,mobile,friend_referral,1
36,64462,unemployed,divorced,108.69494378189309,12,0.887123702811845,1,tablet,friend_referral,1
48,81382,part_time,single,120.94214639369763,15,0.985084363407891,1,tablet,friend_referral,1
33,110194,unemployed,divorced,107.75736179367033,9,0.9479939538446198,0,desktop,organic_search,1
31,52574,contractor,married,98.45155270065506,7,0.42554822188071945,1,tablet,organic_search,1
65,61910,contractor,married,109.73774888222057,13,0.9560383150710401,0,tablet,friend_referral,1
22,93531,full_time,divorced,99.271607531821,7,0.8935889061067244,0,tablet,friend_referral,1
58,45186,contractor,married,100.57146689916958,11,0.9206215100504409,1,mobile,organic_search,1
43,114781,contractor,divorced,93.86722123468451,12,0.9488960651714122,1,mobile,organic_search,1
45,42813,contractor,single,116.73182526239093,14,0.6929079505283706,0,desktop,organic_search,1
19,98812,unemployed,divorced,48.68136865306559,2,0.5267309762562612,0,mobile,friend_referral,0
23,105525,unemployed,divorced,57.343039336043525,11,0.41261445212375014,1,tablet,friend_referral,1
26,98282,part_time,divorced,120.54448871509027,10,0.4141289624281901,1,tablet,organic_search,0
50,38557,unemployed,divorced,96.06945731890592,17,0.7855068536944438,1,tablet,organic_search,1
58,48060,contractor,single,118.34467690395364,10,0.6023680535823277,0,desktop,social_media_ad,1
42,78866,unemployed,single,87.83842708895708,11,0.6975379913978115,1,tablet,social_media_ad,1
65,92104,full_time,single,133.48488265766102,11,0.4788011062456407,0,tablet,organic_search,1
30,104577,part_time,divorced,97.26962689280768,11,0.9853080197108588,1,desktop,organic_search,1
26,26080,part_time,single,108.98783094120186,8,0.47796579975383846,0,mobile,social_media_ad,1
30,33854,unemployed,married,91.05707504235438,12,0.6668838061669051,1,mobile,friend_referral,1
48,87695,contractor,single,82.0573662568854,7,0.6660121198633158,0,mobile,organic_search,1
58,47025,part_time,divorced,65.18142839859179,10,0.4051831337875634,0,desktop,organic_search,0
28,72982,full_time,married,115.71408112526717,11,0.8006787843561699,1,desktop,organic_search,1
21,61081,full_time,divorced,107.90835150868485,13,0.7229263436045175,0,tablet,friend_referral,1
51,24368,part_time,married,101.87385159889037,11,0.6984977132383071,1,tablet,social_media_ad,1
55,119621,contractor,divorced,77.22768332437346,7,0.8908509030157845,1,desktop,friend_referral,1
63,47094,contractor,divorced,128.30932000168968,8,0.5446823120490044,0,desktop,friend_referral,1
21,66040,unemployed,married,102.117451870825,12,0.916658085870851,1,tablet,organic_search,1
55,86766,unemployed,single,114.05777660271647,9,0.9188671978099299,1,tablet,organic_search,1
36,103053,part_time,married,99.94025659590322,12,0.8961173895499608,0,tablet,social_media_ad,1
23,43991,unemployed,married,78.21156905603445,15,0.6048386650235952,0,mobile,friend_referral,1
51,21301,unemployed,married,119.84872722370248,9,0.4975344639073914,0,mobile,social_media_ad,1
35,48610,unemployed,married,109.01536889043776,10,0.6851062656279308,0,tablet,friend_referral,1
30,101463,full_time,married,96.37180052152894,11,0.5559046349958205,0,desktop,organic_search,0
58,54678,unemployed,divorced,108.67341064756238,13,0.431308927155843,1,mobile,social_media_ad,1
40,44466,part_time,divorced,116.35087084504315,19,0.5676820072236582,1,tablet,friend_referral,1
36,100440,contractor,single,113.20412113959142,12,0.6814769870063726,0,mobile,organic_search,1
62,60875,unemployed,single,65.77347563181632,9,0.46764132608437936,1,desktop,organic_search,1
28,46081,contractor,married,70.19596430436937,16,0.9666002403263037,1,desktop,friend_referral,1
18,44354,unemployed,single,114.65698259344012,10,0.793660708714716,0,desktop,organic_search,1
41,113297,part_time,single,86.07759772923944,9,0.4818044387100301,0,tablet,friend_referral,1
24,38300,full_time,married,79.02774803117643,4,0.8872385204737899,1,tablet,friend_referral,1
42,84384,part_time,divorced,107.442084594921,6,0.956852977488475,0,mobile,friend_referral,1
38,115027,full_time,divorced,78.4211218571811,13,0.5576704426981349,1,tablet,friend_referral,0
32,80892,unemployed,single,90.41717574341814,13,0.4859516544664168,0,tablet,organic_search,1
18,55525,unemployed,divorced,117.04539699037392,7,0.593485301825537,1,tablet,friend_referral,1
29,46532,full_time,divorced,69.71716362870349,17,0.8993492797771157,1,mobile,friend_referral,1
24,26464,part_time,single,72.6347248060869,4,0.5050563357097585,0,tablet,friend_referral,1
32,36562,part_time,married,67.78007135902416,9,0.8676079520872205,0,desktop,organic_search,1
38,75514,full_time,single,82.77670338630794,13,0.829757957075927,1,tablet,social_media_ad,1
36,94219,unemployed,single,101.65430478119423,15,0.7908200245336077,1,tablet,friend_referral,1
46,52634,full_time,single,87.62424137490187,8,0.6599904996091743,1,desktop,social_media_ad,1
42,20060,unemployed,married,130.06698128651522,13,0.6200621697405699,1,mobile,social_media_ad,0
50,29269,full_time,married,109.10619504097033,4,0.45115478525319336,0,tablet,friend_referral,1
49,83143,unemployed,married,99.62363896215652,8,0.6144134711569432,0,tablet,social_media_ad,1
52,43065,full_time,married,125.34817900355377,10,0.7611050837134998,1,tablet,social_media_ad,1
61,22895,contractor,single,73.38385984309741,5,0.9389255296877027,0,tablet,friend_referral,1
55,100859,unemployed,divorced,117.33143047565002,7,0.8998747228958996,0,desktop,organic_search,1
43,32352,part_time,single,95.27482726749973,10,0.4193294381440304,1,tablet,social_media_ad,0
28,69737,full_time,married,90.89354712065305,10,0.4833177370956983,1,mobile,friend_referral,1
52,116426,part_time,divorced,112.22142508333667,7,0.909092786862876,0,desktop,friend_referral,0
25,52016,full_time,single,91.74982838259263,9,0.9635910190295337,0,desktop,social_media_ad,1
63,81304,part_time,divorced,103.63807073375163,11,0.4334853067439444,1,mobile,social_media_ad,1
31,31962,part_time,married,98.0017828605786,12,0.820751238460184,0,tablet,social_media_ad,1
27,53302,full_time,divorced,106.1290354685836,8,0.6194398686785361,0,tablet,friend_referral,1
19,105382,full_time,divorced,89.85839140924332,5,0.6185741484851007,1,tablet,friend_referral,1
63,24011,part_time,married,118.53524719836327,11,0.785601515515433,0,mobile,organic_search,1
26,39782,part_time,divorced,59.116421938093005,9,0.886129652750026,0,desktop,organic_search,1
20,87691,part_time,single,112.81785110308844,6,0.5649025305282183,0,tablet,friend_referral,1
38,59725,unemployed,divorced,62.17520515046557,19,0.8232126064403267,0,mobile,organic_search,1
43,29196,unemployed,single,84.93103616021915,13,0.7815257852646111,1,mobile,social_media_ad,1
25,63459,contractor,divorced,110.44718110581904,8,0.710392396962543,0,tablet,organic_search,1
65,107245,unemployed,divorced,59.72660857929415,14,0.7614554492892522,0,mobile,organic_search,1
19,98863,unemployed,married,103.3296148943144,12,0.4108320297448153,0,tablet,friend_referral,1
23,52769,full_time,married,72.57308302264316,13,0.4024395579685985,1,tablet,friend_referral,1
45,44700,contractor,single,80.61860304594184,10,0.7302631400154111,1,tablet,social_media_ad,1
46,100356,contractor,married,79.69852353984002,14,0.7144650788600466,1,desktop,organic_search,1
43,96427,unemployed,married,73.13333795442668,13,0.44280112319641324,0,mobile,friend_referral,1
42,25269,full_time,married,65.40779194849688,12,0.6952157959738388,0,desktop,friend_referral,1
29,63880,full_time,married,141.42374920932292,9,0.8545172650162618,1,tablet,friend_referral,1
22,28320,contractor,married,96.35057038992989,5,0.7247214664090638,0,mobile,social_media_ad,1
51,69589,full_time,single,75.25155106541919,10,0.710568574454765,1,tablet,social_media_ad,1
65,96276,part_time,single,88.75752127114598,13,0.8307450723554626,0,mobile,organic_search,1
54,55897,unemployed,married,100.73322056782871,10,0.5031065241718666,0,tablet,social_media_ad,1
32,78565,part_time,married,92.42610395062296,12,0.6744883192892598,0,mobile,organic_search,0
61,50930,contractor,single,74.66316451466021,16,0.48882872614207373,0,tablet,organic_search,1
53,77233,contractor,divorced,82.01536638838857,16,0.7143041781506441,1,tablet,organic_search,1
32,102821,full_time,single,123.71432819178295,9,0.7551648594811886,1,desktop,friend_referral,1
60,34380,full_time,divorced,71.94574086604541,14,0.47300398097065366,0,desktop,friend_referral,1
65,96896,contractor,married,60.060582288587334,17,0.4453091188369349,1,mobile,friend_referral,1
40,90934,contractor,married,92.24090373298527,17,0.5000401666695178,0,mobile,social_media_ad,1
23,75830,part_time,single,61.365672397209984,13,0.7518025739887728,1,desktop,friend_referral,1
63,25529,part_time,married,81.80453191312398,11,0.5137714967187499,0,tablet,organic_search,0
61,114598,full_time,divorced,74.96125603173797,10,0.5651459859806176,1,tablet,social_media_ad,1
60,102987,part_time,divorced,75.13622717068716,13,0.8215275677116749,1,mobile,social_media_ad,1
62,69178,full_time,single,101.39059568743603,10,0.5490068962180814,1,mobile,friend_referral,1
38,26937,full_time,divorced,105.14113939287736,14,0.6385161936733414,0,tablet,friend_referral,0
40,59886,unemployed,single,83.88196715882253,14,0.9573072158201421,0,desktop,friend_referral,0
60,69699,full_time,single,98.11235701388998,10,0.8949979668166673,0,mobile,friend_referral,1
33,96396,part_time,divorced,82.88558730492625,11,0.5532833500948969,0,tablet,social_media_ad,1
64,110678,contractor,divorced,108.01677275006196,10,0.7585454808410889,1,mobile,social_media_ad,1
32,45279,contractor,divorced,70.44672619992744,7,0.7994826536186006,1,desktop,organic_search,0
42,58106,part_time,divorced,103.3048129423744,12,0.9401449058386767,0,mobile,social_media_ad,1
53,99737,contractor,divorced,104.82161192350704,9,0.7284803900635215,0,tablet,social_media_ad,1
28,60544,full_time,divorced,146.7195833970574,11,0.7367721265496647,1,desktop,friend_referral,1
32,28997,contractor,divorced,64.91113813485265,8,0.93306832808647,0,tablet,organic_search,0
21,105711,part_time,married,153.1152089782533,9,0.4326290531088331,1,desktop,social_media_ad,0
38,60860,contractor,single,115.13369221177315,8,0.7768847935060017,0,tablet,friend_referral,1
30,23225,full_time,single,136.54629412281338,15,0.6499895238866753,0,mobile,friend_referral,1
39,79470,full_time,divorced,118.10530278504511,8,0.9458580309976519,1,desktop,organic_search,1
36,83656,part_time,single,81.12919581943342,19,0.9763241629490683,0,desktop,social_media_ad,1
51,71880,part_time,divorced,113.15680012978021,8,0.50214835853561,1,desktop,social_media_ad,1
31,81078,part_time,married,86.68694521090023,14,0.5688810823708241,0,mobile,social_media_ad,1
21,108646,unemployed,single,98.23710648616111,8,0.5640747416576348,0,desktop,social_media_ad,1
65,96290,unemployed,single,76.50629812090868,11,0.46037657635703266,1,mobile,organic_search,1
63,76633,full_time,married,86.42604677724746,9,0.6897663432827793,1,mobile,friend_referral,1
44,46655,unemployed,married,117.93953076611203,18,0.7078488464377153,1,desktop,friend_referral,1
46,63601,unemployed,married,108.75913013697914,7,0.7437869557957326,1,tablet,organic_search,1
64,23114,contractor,single,120.48460467854437,13,0.7977750198677531,0,desktop,social_media_ad,1
45,46502,unemployed,single,72.04375995030733,7,0.43775047147884555,1,tablet,friend_referral,1
52,69768,contractor,married,62.59118221141288,14,0.7734901274754364,0,tablet,social_media_ad,1
25,68128,part_time,married,122.03431424338225,14,0.9482855729044316,0,desktop,friend_referral,1
33,40028,contractor,married,120.55345739375898,11,0.6729945873896408,1,desktop,social_media_ad,1
59,75565,contractor,married,104.23074890583423,5,0.4640274659906824,0,tablet,organic_search,1
53,103123,part_time,married,108.38451297502048,8,0.45156641603705777,1,desktop,social_media_ad,1
47,55333,part_time,divorced,117.30076290261725,10,0.5690513577465426,0,desktop,social_media_ad,1
35,23174,full_time,married,103.63048185176295,14,0.8515147757784045,0,mobile,organic_search,0
19,55398,full_time,divorced,110.7333449620481,13,0.5565997931905544,0,tablet,organic_search,1
30,55929,full_time,single,116.29645440496212,10,0.8885985473807028,0,mobile,social_media_ad,1
21,24321,full_time,single,98.12971007297087,15,0.8917954881795784,0,desktop,social_media_ad,1
43,115971,contractor,divorced,93.08810219859096,6,0.6742671028190266,0,desktop,social_media_ad,1
42,75421,contractor,married,107.64106071519078,14,0.5804733057423846,1,mobile,friend_referral,1
47,92635,full_time,single,145.29228061515664,12,0.7586002916254215,1,mobile,social_media_ad,1
28,43760,unemployed,married,83.0463271549713,11,0.8863180893740863,0,desktop,friend_referral,1
24,31360,full_time,married,91.38519682492293,8,0.43874247880050626,0,tablet,friend_referral,0
48,30313,unemployed,divorced,64.87178587230892,12,0.9720541259959614,0,mobile,friend_referral,0
61,105998,part_time,single,108.69606793845962,11,0.7875401649649634,0,tablet,organic_search,1
27,25801,contractor,single,89.40132416511666,10,0.6388886537833864,0,desktop,organic_search,1
56,34130,contractor,divorced,71.99335310430881,14,0.7036115413219635,0,tablet,friend_referral,1
30,34271,unemployed,married,98.72819029532891,7,0.6313554980661147,1,tablet,friend_referral,1
48,36075,full_time,married,129.89263130100545,11,0.6475666174776641,0,desktop,friend_referral,1
24,38984,contractor,single,92.95948037471439,12,0.7573699665052724,0,desktop,organic_search,1
59,108095,unemployed,divorced,94.78971932115249,10,0.4361442981143022,1,desktop,organic_search,1
59,80942,part_time,divorced,129.11413856472586,8,0.5052262749909773,1,tablet,organic_search,1
53,32861,part_time,married,99.89983590875852,8,0.5362237418821154,0,mobile,friend_referral,1
37,118970,contractor,married,75.84719393190514,7,0.6445085645670059,1,desktop,friend_referral,1
21,102203,full_time,divorced,113.77998378725141,4,0.6226345177463862,0,desktop,social_media_ad,1
24,91376,unemployed,single,122.49186589446317,8,0.8333227358010777,1,mobile,social_media_ad,1
18,81247,contractor,married,95.99249632471373,4,0.5555076212243938,1,desktop,organic_search,1
61,89101,part_time,divorced,102.60986039430738,9,0.4342432801642321,0,desktop,organic_search,1
62,40977,full_time,divorced,73.77624332966295,8,0.4332653476913386,1,mobile,social_media_ad,1
59,70617,unemployed,divorced,82.58825346326165,8,0.40678785146398777,1,tablet,organic_search,1
64,77473,contractor,single,93.33920787505745,13,0.4228156039236026,1,tablet,friend_referral,1
30,106654,unemployed,married,101.5386121041077,17,0.9151964048486526,1,tablet,social_media_ad,1
39,108177,full_time,married,87.6050454147815,13,0.818345750667848,0,desktop,friend_referral,1
38,92902,full_time,married,92.58441470583159,12,0.9975586995388253,1,mobile,social_media_ad,1
39,112172,part_time,single,97.52365813633189,13,0.41218763687302395,1,tablet,social_media_ad,1
45,35630,full_time,married,80.03948787350083,13,0.9094009306451917,0,mobile,organic_search,1
26,40056,contractor,married,94.6239820508517,3,0.8176337975597461,0,tablet,friend_referral,1
43,27382,unemployed,married,123.11879932421334,5,0.7842054588858958,1,tablet,friend_referral,1
26,75739,full_time,married,88.07955207001626,10,0.6139192753715104,1,desktop,friend_referral,1
32,101685,full_time,single,81.98138110301264,10,0.6260364488739871,0,tablet,friend_referral,1
27,68639,contractor,divorced,141.70248922554066,7,0.9073367143061826,0,tablet,organic_search,1
41,79838,unemployed,divorced,104.51204983438495,7,0.8280903269567743,1,mobile,friend_referral,1
59,66041,unemployed,married,84.5432335578164,6,0.8021899482113866,0,desktop,organic_search,1
25,20992,part_time,married,112.87001073194376,7,0.4183895970698664,0,desktop,social_media_ad,1
41,92394,part_time,married,105.12214490141434,9,0.5105917813832265,1,tablet,friend_referral,1
33,87657,unemployed,single,88.59627329703811,8,0.977574676142206,0,desktop,organic_search,1
43,47160,contractor,married,99.02096367383716,15,0.6726227498741126,1,mobile,social_media_ad,1
44,65156,contractor,single,94.17121318105916,7,0.8688359381345427,1,desktop,friend_referral,1
54,71375,part_time,married,119.80166327987378,9,0.633595135733454,1,tablet,friend_referral,1
21,106442,full_time,married,113.62684851309511,11,0.8585937262859032,0,desktop,organic_search,1
41,39572,contractor,divorced,57.14110876613695,7,0.47152754086330667,1,desktop,social_media_ad,1
36,24136,full_time,married,138.0581793239793,9,0.4252768117763786,0,tablet,social_media_ad,1
53,81868,contractor,single,94.23366260519695,12,0.6797059429123711,0,desktop,social_media_ad,1
56,102263,unemployed,divorced,134.44726372103653,9,0.7549877180346971,0,desktop,social_media_ad,1
27,52167,part_time,single,114.32102270526129,4,0.5942211347838648,0,tablet,friend_referral,1
